TweetID|TweetFullText|annotationDesc|predictDesc
445.txt|Flooding and rushing water on Harvey Road and Associates Ave. Road closed. Harvey BCS|[{'locationDesc': 'Harvey Road and Associates Ave', 'locationCate': 'C5', 'startIndex': 30, 'endIndex': 60}]|C2: Harvey Road; C2: Associates Ave.
448.txt|Arlington residents send Harvey aid to Texas! FPFD|[{'locationDesc': 'Texas', 'locationCate': 'C9', 'startIndex': 39, 'endIndex': 44}]|C9: Arlington; C9: Texas
449.txt|Free sandbags over at city park in San Marcos, over by the armory, wonderful people are putting them together. Harvey201|[{'locationDesc': 'San Marcos', 'locationCate': 'C9', 'startIndex': 35, 'endIndex': 45}]|C7: city park; C9: San Marcos; C7: the armory
45.txt|Houstonflood floodshelter NRG Park open as a shelter. Room for people, families, and PETs. NRG Park, Houston, TX 7705|[{'locationDesc': 'NRG Park', 'locationCate': 'C7', 'startIndex': 26, 'endIndex': 34}, {'locationDesc': 'NRG Park', 'locationCate': 'C7', 'startIndex': 91, 'endIndex': 99}, {'locationDesc': 'Houston, TX', 'locationCate': 'C9', 'startIndex': 101, 'endIndex': 112}]|C7: NRG Park; C9: Houston, TX 7705
451.txt|Glad to see our family's house on Water Street is still standing! Harvey Rockport|[{'locationDesc': 'Water Street', 'locationCate': 'C2', 'startIndex': 34, 'endIndex': 46}, {'locationDesc': 'Rockport', 'locationCate': 'C9', 'startIndex': 73, 'endIndex': 81}]|C2: Water Street
452.txt|Frazer Pike Road Church gathering donations for HurricaneHarvey relief @ Chantilly Home Depot until Wednesday.|[{'locationDesc': 'Frazer Pike Road Church', 'locationCate': 'C8', 'startIndex': 0, 'endIndex': 23}]|C8: Frazer Pike Road Church; C8: Chantilly Home Depot
454.txt|Good morning from Kroger on Killian Rd. We're raising cash for the HurricaneHarvey victims. â€¦|[{'locationDesc': 'Killian Rd', 'locationCate': 'C2', 'startIndex': 28, 'endIndex': 38}]|C8: Kroger; C2: Killian Rd.
456.txt|Free backpacks & school supplies for those affected by Harvey in La Grange, TX. South side of La Grange Square, 8am- 12pm. HarveyRelief txw|[{'locationDesc': 'La Grange, TX', 'locationCate': 'C9', 'startIndex': 65, 'endIndex': 78}, {'locationDesc': 'La Grange Square', 'locationCate': 'C7', 'startIndex': 94, 'endIndex': 110}]|C9: La Grange, TX; C7: South side of La Grange Square
465.txt|Generators available at Grainger in Corpus Christi. Address is 430 Sun Belt Dr., Corpus Christi, TX 78408 HurricaneHarve|[{'locationDesc': 'Corpus Christi', 'locationCate': 'C9', 'startIndex': 36, 'endIndex': 50}, {'locationDesc': '430 Sun Belt Dr., Corpus Christi, TX 78408', 'locationCate': 'C1', 'startIndex': 63, 'endIndex': 105}]|C8: Grainger; C9: Corpus Christi; C1: 430 Sun Belt Dr., Corpus Christi, TX 78408
469.txt|Grateful Forest Hill Church in Charlotte has sent$ 30,000 to samaritanspurse to help with HurricaneHarvey relief efforts. Called to serve|[{'locationDesc': 'Grateful Forest Hill Church', 'locationCate': 'C8', 'startIndex': 0, 'endIndex': 27}, {'locationDesc': 'Charlotte', 'locationCate': 'C9', 'startIndex': 31, 'endIndex': 40}]|C8: Forest Hill Church; C9: Charlotte
470.txt|Garth road & IH10 at Baytown, Tx. Very High water. Baytown REPORT ON harvey2017|[{'locationDesc': 'Garth road & IH10', 'locationCate': 'C5', 'startIndex': 0, 'endIndex': 17}, {'locationDesc': 'Baytown, Tx', 'locationCate': 'C9', 'startIndex': 21, 'endIndex': 32}, {'locationDesc': 'Baytown', 'locationCate': 'C9', 'startIndex': 21, 'endIndex': 28}]|C5: Garth road & IH10; C9: Baytown, Tx
472.txt|George Bush park is completely under deep water. Harvey houston|[{'locationDesc': 'George Bush park', 'locationCate': 'C7', 'startIndex': 0, 'endIndex': 16}, {'locationDesc': 'houston', 'locationCate': 'C9', 'startIndex': 56, 'endIndex': 63}]|C7: George Bush park
480.txt|Grant rd & lake wood forest in houston. needs rescue Harvey2017 HARVEYHELP HarveyStorm HarveyRelief harveyhouston HurricaneHarve|[{'locationDesc': 'Grant rd', 'locationCate': 'C2', 'startIndex': 0, 'endIndex': 8}, {'locationDesc': 'lake wood forest', 'locationCate': 'C9', 'startIndex': 11, 'endIndex': 27}, {'locationDesc': 'houston', 'locationCate': 'C9', 'startIndex': 31, 'endIndex': 38}]|C5: Grant rd & lake wood forest; C9: houston
482.txt|Group of elderly and disabled people are stuck in waist high water at 8802 Banting St Houston-|[{'locationDesc': '8802 Banting St Houston', 'locationCate': 'C1', 'startIndex': 70, 'endIndex': 93}]|C1: 8802 Banting St; C9: Houston
485.txt|HELP NEEDED! 77 YR OLD, 60 YR OLD STOKE VICTIM, 49 YR OLD & OTHER MAN, 400 Duane St, Port Arthur 77640. PortArthur Harvey HarveyFlood|[{'locationDesc': '400 Duane St, Port Arthur 77640', 'locationCate': 'C1', 'startIndex': 71, 'endIndex': 102}, {'locationDesc': 'PortArthur', 'locationCate': 'C9', 'startIndex': 104, 'endIndex': 114}]|C1: 400 Duane St, Port Arthur 77640
487.txt|HUMBLE AREA! New Covenant Church is open for shelter: 901 Wilson Rd 901 Humble, TX 77338 HurricaneHarve|[{'locationDesc': 'HUMBLE AREA', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 11}, {'locationDesc': 'New Covenant Church', 'locationCate': 'C8', 'startIndex': 13, 'endIndex': 32}, {'locationDesc': '901 Wilson Rd', 'locationCate': 'C1', 'startIndex': 54, 'endIndex': 67}, {'locationDesc': '901 Humble, TX 77338', 'locationCate': 'C1', 'startIndex': 68, 'endIndex': 88}]|C10: HUMBLE AREA; C8: New Covenant Church; C1: 901 Wilson Rd; C9: Humble, TX 
489.txt|Have some items you'd like to donate to victims of Harvey? A truck is parked off of I-95/Willis Rd (9010 Quinnford â€¦|[{'locationDesc': 'I-95/Willis Rd', 'locationCate': 'C5', 'startIndex': 84, 'endIndex': 98}, {'locationDesc': 'Quinnford', 'locationCate': 'C2', 'startIndex': 105, 'endIndex': 114}]|C3: I-95/Willis Rd; C1: 9010 Quinnford
49.txt|HurricaneHarvey HoustonFlood HoustonStrong KatyTX katy Valero at Mason Rd & Rock Canyon getting fuel now Expecting merch truck 2 a. m|[{'locationDesc': 'KatyTX', 'locationCate': 'C9', 'startIndex': 43, 'endIndex': 49}, {'locationDesc': 'katy', 'locationCate': 'C9', 'startIndex': 50, 'endIndex': 54}, {'locationDesc': 'Mason Rd & Rock Canyon', 'locationCate': 'C5', 'startIndex': 65, 'endIndex': 87}]|C9: KatyTX; C8: Valero at Mason Rd & Rock Canyon
496.txt|Holiday Inn, Katy, TX Refuses to Let Family Fleeing Harvey Bring Their Three Dogs Inside. rescue|[{'locationDesc': 'Katy, TX', 'locationCate': 'C9', 'startIndex': 13, 'endIndex': 21}]|C8: Holiday Inn; C9: Katy, TX
497.txt|How bad is houstonflood? This is 610 near Market St houwx|[{'locationDesc': '610', 'locationCate': 'C3', 'startIndex': 33, 'endIndex': 36}, {'locationDesc': 'Market St', 'locationCate': 'C2', 'startIndex': 42, 'endIndex': 51}]|C3: 610 near Market St
499.txt|Horses rescued from Jefferson, Orange County waiting in groups for their owners at Ford Park Harvey 409Strong â€¦|[{'locationDesc': 'Jefferson', 'locationCate': 'C9', 'startIndex': 20, 'endIndex': 29}, {'locationDesc': 'Orange County', 'locationCate': 'C9', 'startIndex': 31, 'endIndex': 44}, {'locationDesc': 'Ford Park', 'locationCate': 'C7', 'startIndex': 83, 'endIndex': 92}]|C9: Jefferson, Orange County; C7: Ford Park
5.txt|Harvey2017 SOS Dogs locked in flooded kennels just north of Beltway 8 and Telephone Rd in Southeast Houston please help !!!|[{'locationDesc': 'Beltway 8 and Telephone Rd', 'locationCate': 'C5', 'startIndex': 60, 'endIndex': 86}, {'locationDesc': 'Southeast Houston', 'locationCate': 'C9', 'startIndex': 90, 'endIndex': 107}]|C10: just north of Beltway 8 and Telephone Rd; C9: Southeast Houston
500.txt|Harvey shelter resource The Woodlands Church 295 Sawdust Rd Spring, TX 77380 (281)-292-1798 Pls RT Harvey shelter|[{'locationDesc': 'The Woodlands Church', 'locationCate': 'C8', 'startIndex': 24, 'endIndex': 44}, {'locationDesc': '295 Sawdust Rd Spring, TX 77380', 'locationCate': 'C1', 'startIndex': 45, 'endIndex': 76}]|C8: The Woodlands Church; C1: 295 Sawdust Rd; C9: Spring, TX 77380
501.txt|Has anyone seen any Strand flooding today? Naturally we are curious about what happending with 23rd St. Galveston|[{'locationDesc': '23rd St', 'locationCate': 'C2', 'startIndex': 95, 'endIndex': 102}, {'locationDesc': 'Galveston', 'locationCate': 'C9', 'startIndex': 104, 'endIndex': 113}]|C7: Strand; C4: 23rd St; C9: Galveston
506.txt|Help! Water rising .. need help Houston Rescue HoustonFlood Harvey 425 Shane St. Houston â€¦|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 32, 'endIndex': 39}, {'locationDesc': '425 Shane St. Houston', 'locationCate': 'C1', 'startIndex': 67, 'endIndex': 88}]|C1: 425 Shane St.; C9: Houston
508.txt|Here's a look down Austin Street, Rockport's most recognizable drag. Some buildings did make it despite â€¦|[{'locationDesc': 'Austin Street', 'locationCate': 'C2', 'startIndex': 19, 'endIndex': 32}, {'locationDesc': "Rockport's", 'locationCate': 'C9', 'startIndex': 34, 'endIndex': 44}]|C2: Austin Street; C9: Rockport
51.txt|HurricaneHarvey just keeps going. La Branch St. in midtown houston isn't flooding ... yet.|[{'locationDesc': 'La Branch St.', 'locationCate': 'C2', 'startIndex': 34, 'endIndex': 47}, {'locationDesc': 'houston', 'locationCate': 'C9', 'startIndex': 59, 'endIndex': 66}]|C2: La Branch St.; C9: midtown houston
516.txt|Hoover Met Complex Opens Its Modern RV Park For Residents Evacuating Hurricane Irma & Harvey â€¦|[{'locationDesc': 'Hoover Met Complex', 'locationCate': 'C7', 'startIndex': 0, 'endIndex': 18}]|C7: Hoover Met Complex; C7: Modern RV Park
518.txt|If you need a place to escape HurricaneHarvey Abundant Life Christian Center: 601 Delany Rd in La Marque is open as a shelter HarveyRelie|[{'locationDesc': 'Abundant Life Christian Center', 'locationCate': 'C7', 'startIndex': 46, 'endIndex': 76}, {'locationDesc': '601 Delany Rd in La Marque', 'locationCate': 'C1', 'startIndex': 78, 'endIndex': 104}]|C8: Abundant Life Christian Center; C1: 601 Delany Rd; C9: La Marque
519.txt|I was stuck Saturday night @ the shell gas station off of Dixie Farm rd. It was just the be â€¦|[{'locationDesc': 'Dixie Farm rd', 'locationCate': 'C2', 'startIndex': 58, 'endIndex': 71}]|C8: shell gas station; C2: Dixie Farm rd.
521.txt|Houston Peeps: Desperate need @ Recovery Houston. Come to 398 Garden Oaks Blvd 2day 9/3 & they'll assign u a home in need HurricaneHarvey|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 7}, {'locationDesc': '398 Garden Oaks Blvd', 'locationCate': 'C1', 'startIndex': 58, 'endIndex': 78}]|C8: Recovery Houston; C1: 398 Garden Oaks Blvd
523.txt|Houston's Buffalo Bayou Park- always among the first to flood. Harvey|[{'locationDesc': "Houston's", 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 9}, {'locationDesc': 'Buffalo Bayou Park', 'locationCate': 'C7', 'startIndex': 10, 'endIndex': 28}]|C9: Houston; C7: Buffalo Bayou Park
524.txt|If you are driving home from downtown Houston we need help unloading 18 wheeler of Harvey supplies @ 5:30+ pm. 3625 Gager St, Houston|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 38, 'endIndex': 45}, {'locationDesc': '3625 Gager St, Houston', 'locationCate': 'C1', 'startIndex': 111, 'endIndex': 133}]|C9: downtown Houston; C1: 3625 Gager St, Houston
525.txt|IMAGES Showing the destroyed Trout Street Restaurants close to Back Porch. PortAransas Texas HurricaneHarvey|[{'locationDesc': 'Trout Street', 'locationCate': 'C2', 'startIndex': 29, 'endIndex': 41}, {'locationDesc': 'Back Porch', 'locationCate': 'C7', 'startIndex': 63, 'endIndex': 73}, {'locationDesc': 'PortAransas Texas', 'locationCate': 'C9', 'startIndex': 75, 'endIndex': 92}]|C8: Trout Street Restaurants; C7: Back Porch
528.txt|It is still raining but my Willow Park Village neighborhood has no flooding yet. hurricaneharvey|[{'locationDesc': 'Willow Park Village', 'locationCate': 'C9', 'startIndex': 27, 'endIndex': 46}]|C7: Willow Park Village neighborhood
539.txt|If anyone in the Aldine area has a boat please go to 425 Shane St Apt 4 77037, friend is stuck w 5 pets and needs evac houston htx harve|[{'locationDesc': 'Aldine', 'locationCate': 'C9', 'startIndex': 17, 'endIndex': 23}, {'locationDesc': '425 Shane St Apt 4 77037', 'locationCate': 'C1', 'startIndex': 53, 'endIndex': 77}, {'locationDesc': 'houston', 'locationCate': 'C9', 'startIndex': 119, 'endIndex': 126}]|C10: Aldine area; C1: 425 Shane St Apt 4 77037
54.txt|HurricaneHarvey This is 4000 block of Drummond St in Houston (my Street)|[{'locationDesc': 'Drummond St', 'locationCate': 'C2', 'startIndex': 38, 'endIndex': 49}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 53, 'endIndex': 60}]|C1: 4000 block of Drummond St; C9: Houston
540.txt|I'm gonna out myself here probably. My church, Good Shepherd Dallas, is taking donations of goods. 11122 Midway Rd. Dallas, TX. Harve|[{'locationDesc': 'Good Shepherd Dallas', 'locationCate': 'C8', 'startIndex': 47, 'endIndex': 67}, {'locationDesc': '11122 Midway Rd. Dallas, TX', 'locationCate': 'C1', 'startIndex': 99, 'endIndex': 126}]|C8: Good Shepherd Dallas; C1: 11122 Midway Rd, Dallas, TX
543.txt|I think should be in Corpus Christi standing on the sea wall right about now Harvey201|[{'locationDesc': 'Corpus Christi', 'locationCate': 'C9', 'startIndex': 21, 'endIndex': 35}]|C9: Corpus Christi; C7: sea wall
549.txt|I'm at Heights Boulevard and I-10 now in the Houston Heights Harvey HurricaneHarvey|[{'locationDesc': 'Heights Boulevard and I-10', 'locationCate': 'C5', 'startIndex': 7, 'endIndex': 33}, {'locationDesc': 'Houston Heights', 'locationCate': 'C9', 'startIndex': 45, 'endIndex': 60}]|C5: Heights Boulevard; C3: I-10; C10: Houston Heights
551.txt|flOODING over I-10 and Peach Ridge Rd in Brookshire, TX. harvey txwx|[{'locationDesc': 'I-10 and Peach Ridge Rd', 'locationCate': 'C5', 'startIndex': 14, 'endIndex': 37}, {'locationDesc': 'Brookshire, TX', 'locationCate': 'C9', 'startIndex': 41, 'endIndex': 55}]|C3: I-10; C5: Peach Ridge Rd; C9: Brookshire, TX
554.txt|In front of our home in Harbor Park- League City HurricaneHarvey|[{'locationDesc': 'Harbor Park', 'locationCate': 'C7', 'startIndex': 24, 'endIndex': 35}, {'locationDesc': 'League City', 'locationCate': 'C9', 'startIndex': 37, 'endIndex': 48}]|C7: Harbor Park- League City
555.txt|If you'd like to donate in Houston we need beddings, personal/feminine products & baby clothes at Salvation Army on Cook Rd HurricaneHarve|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 27, 'endIndex': 34}, {'locationDesc': 'Cook Rd', 'locationCate': 'C2', 'startIndex': 116, 'endIndex': 123}]|C9: Houston; C8: Salvation Army on Cook Rd
556.txt|If ur n the DFW area and want to donate or volunteer to help HurricaneHarvey go to 3000 W Kingsley Rd Garland Tx. Thanks so much. Pls rt|[{'locationDesc': '3000 W Kingsley Rd Garland Tx', 'locationCate': 'C1', 'startIndex': 83, 'endIndex': 112}]|C10: DFW area; C1: 3000 W Kingsley Rd Garland Tx
557.txt|I-610 east loop @ Market Street already under several feet of water, nearly covering the tops of the interstate si â€¦|[{'locationDesc': 'I-610 east loop @ Market Street', 'locationCate': 'C5', 'startIndex': 0, 'endIndex': 31}]|C3: I-610 east loop; C5: Market Street
558.txt|If anyone in LeagueCity wants a place to stay dry and get a decent meal, McDonalds at 3022 Marina Bay Dr is open! Harvey|[{'locationDesc': 'LeagueCity', 'locationCate': 'C9', 'startIndex': 13, 'endIndex': 23}, {'locationDesc': '3022 Marina Bay Dr', 'locationCate': 'C1', 'startIndex': 86, 'endIndex': 104}]|C9: LeagueCity; C8: McDonalds at 3022 Marina Bay Dr
561.txt|JUST IN: People reportedly trapped inside collapsed Rockport building ...|[{'locationDesc': 'Rockport', 'locationCate': 'C9', 'startIndex': 52, 'endIndex': 60}]|C8: Rockport building
564.txt|If you need a place to escape HurricaneHarvey, The Willie De Leon Civic Center: 300 E. Main St in Uvalde is open as a shelter HarveyRelie|[{'locationDesc': 'The Willie De Leon Civic Center', 'locationCate': 'C7', 'startIndex': 47, 'endIndex': 78}, {'locationDesc': '300 E. Main St in Uvalde', 'locationCate': 'C1', 'startIndex': 80, 'endIndex': 104}]|C8: The Willie De Leon Civic Center; C1: 300 E. Main St; C9: Uvalde
566.txt|Iowa Colony & Manvel Shelter: The Church on Masters Rd 6911 (FM 1128) in Manvel. 832-637-7121 Accepting all donations Harvey201|[{'locationDesc': 'Iowa Colony', 'locationCate': 'C7', 'startIndex': 0, 'endIndex': 11}, {'locationDesc': 'Manvel Shelter', 'locationCate': 'C7', 'startIndex': 14, 'endIndex': 28}, {'locationDesc': 'The Church on Masters Rd', 'locationCate': 'C8', 'startIndex': 30, 'endIndex': 54}, {'locationDesc': 'Manvel', 'locationCate': 'C9', 'startIndex': 14, 'endIndex': 20}]|C10: Iowa Colony; C10: Manvel; C8: The Church on Masters Rd 6911 (FM 1128); C
568.txt|If you're looking for gas, multiple stations in Cedar Park still had it this afternoon, including the Randalls on Cypress Creek Rd. Harvey|[{'locationDesc': 'Cedar Park', 'locationCate': 'C9', 'startIndex': 48, 'endIndex': 58}, {'locationDesc': 'Cypress Creek Rd', 'locationCate': 'C2', 'startIndex': 114, 'endIndex': 130}]|C9: Cedar Park; C8: Randalls on Cypress Creek Rd.
573.txt|Janie Durbin Launches Florida Drive for Houston Flood Aid|[{'locationDesc': 'Florida', 'locationCate': 'C9', 'startIndex': 22, 'endIndex': 29}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 40, 'endIndex': 47}]|C9: Houston
575.txt|Jay Dean for Texas is coordinating a Harvey relief supply drive at St Matthew's Catholic Church in Longview.|[{'locationDesc': 'Texas', 'locationCate': 'C9', 'startIndex': 13, 'endIndex': 18}, {'locationDesc': "St Matthew's Catholic Church", 'locationCate': 'C8', 'startIndex': 67, 'endIndex': 95}, {'locationDesc': 'Longview', 'locationCate': 'C9', 'startIndex': 99, 'endIndex': 107}]|C8: St Matthew's Catholic Church; C9: Longview
577.txt|Latest donation needs at the Harvey Relief Hub (2500 Summer St ):|[{'locationDesc': '2500 Summer St', 'locationCate': 'C1', 'startIndex': 48, 'endIndex': 62}]|C8: Harvey Relief Hub; C1: 2500 Summer St
58.txt|HurricaneHarvey Austin shelters: Delco Center (4601 Pecan Brook Drive) & LBJ/LASA High School (7309 Lazy Creek Drive). More will open|[{'locationDesc': 'Austin', 'locationCate': 'C9', 'startIndex': 16, 'endIndex': 22}, {'locationDesc': 'Delco Center', 'locationCate': 'C7', 'startIndex': 33, 'endIndex': 45}, {'locationDesc': '4601 Pecan Brook Drive', 'locationCate': 'C1', 'startIndex': 47, 'endIndex': 69}, {'locationDesc': 'LBJ/LASA High School', 'locationCate': 'C8', 'startIndex': 73, 'endIndex': 93}, {'locationDesc': '7309 Lazy Creek Drive', 'locationCate': 'C1', 'startIndex': 95, 'endIndex': 116}]|C9: Austin; C8: Delco Center (4601 Pecan Brook Drive); C8: LBJ/LASA High School (730
583.txt|Kempner HS will be a shelter at 11am. Baby clothes, crates, toys, pillows & blankets are needed. 14777 Voss Rd. sugarland houston harve|[{'locationDesc': 'Kempner HS', 'locationCate': 'C8', 'startIndex': 0, 'endIndex': 10}, {'locationDesc': '14777 Voss Rd. sugarland houston', 'locationCate': 'C1', 'startIndex': 97, 'endIndex': 129}]|C8: Kempner HS; C1: 14777 Voss Rd
585.txt|Jesse H. Jones Park & Nature Center where we run down block from us is all underwater 1st pic is yesterday 2nd this â€¦|[{'locationDesc': 'Jesse H. Jones Park', 'locationCate': 'C7', 'startIndex': 0, 'endIndex': 19}, {'locationDesc': 'Nature Center', 'locationCate': 'C7', 'startIndex': 22, 'endIndex': 35}]|C7: Jesse H. Jones Park & Nature Center
59.txt|HurricaneHarvey Need some help in Orange. Mom and 2 yr old at her house on Bridal Wreathe Ave and husband is stuck at Market Basket 1/|[{'locationDesc': 'Orange', 'locationCate': 'C9', 'startIndex': 34, 'endIndex': 40}, {'locationDesc': 'Bridal Wreathe Ave', 'locationCate': 'C2', 'startIndex': 75, 'endIndex': 93}]|C9: Orange; C2: Bridal Wreathe Ave; C7: Market Basket
590.txt|Joel Olsteen Osteen Church not flooded according to Doubletree Hotel across street from Lakewood â€¦|[{'locationDesc': 'Joel Olsteen Osteen Church', 'locationCate': 'C8', 'startIndex': 0, 'endIndex': 26}, {'locationDesc': 'Lakewood', 'locationCate': 'C9', 'startIndex': 88, 'endIndex': 96}]|C8: Osteen Church; C8: Doubletree Hotel; C8: Lakewood
592.txt|Townsend exit, Sorters road and Hamblen road is flooded coming from 59 southbound HurricaneHarvery Harvey2017 kingwood HumbleT|[{'locationDesc': 'Townsend exit', 'locationCate': 'C4', 'startIndex': 0, 'endIndex': 13}, {'locationDesc': 'Sorters road and Hamblen road', 'locationCate': 'C5', 'startIndex': 15, 'endIndex': 44}, {'locationDesc': '59 southbound', 'locationCate': 'C3', 'startIndex': 68, 'endIndex': 81}]|C4: Townsend exit; C2: Sorters road; C2: Hamblen road; C3: 59 southbound
594.txt|Louisiana Street in downtown Houston is completely underwater! houstonflood Harvey PrayersforTexas HoustonFlood2017 Harvey2017|[{'locationDesc': 'Louisiana Street', 'locationCate': 'C2', 'startIndex': 0, 'endIndex': 16}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 29, 'endIndex': 36}]|C2: Louisiana Street; C9: downtown Houston
597.txt|Looks to me that HurricaneHarvey eye wall is making land fall north of Corpus Christi.|[{'locationDesc': 'Corpus Christi', 'locationCate': 'C9', 'startIndex': 71, 'endIndex': 85}]|C9: north of Corpus Christi
598.txt|League City worked a large house fire this afternoon in the 300 block of Marina Oaks Ct. but I couldn â€™ t reach that side of town. Harvey|[{'locationDesc': 'League City', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 11}, {'locationDesc': 'Marina Oaks Ct', 'locationCate': 'C2', 'startIndex': 73, 'endIndex': 87}]|C9: League City; C1: 300 block of Marina Oaks Ct.
60.txt|HurricaneHarvey BrazosRiver RichmondTexas Brazos River in Richmond at Alt 90 bridge Saturday 11am 08-26 â€¦|[{'locationDesc': 'Brazos River', 'locationCate': 'C6', 'startIndex': 42, 'endIndex': 54}, {'locationDesc': 'Richmond', 'locationCate': 'C9', 'startIndex': 28, 'endIndex': 36}, {'locationDesc': 'Alt 90 bridge', 'locationCate': 'C7', 'startIndex': 70, 'endIndex': 83}]|C6: Brazos River in Richmond; C7: Alt 90 bridge
601.txt|Main Street in Frisco. Price went up 25 Â¢ at 10 AM. Lines 300 yards long. (Houston processes 25% of America's gasoli â€¦|[{'locationDesc': 'Main Street', 'locationCate': 'C2', 'startIndex': 0, 'endIndex': 11}, {'locationDesc': 'Frisco', 'locationCate': 'C9', 'startIndex': 15, 'endIndex': 21}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 75, 'endIndex': 82}]|C2: Main Street; C9: Frisco
603.txt|My granny & papa are in their home & it's flooding! 82 & 90 yrs old on oxygen. 3043 Keystone Dr. Port Arthur, TX 77640 HurricaneHarve|[{'locationDesc': '3043 Keystone Dr. Port Arthur, TX 77640', 'locationCate': 'C1', 'startIndex': 79, 'endIndex': 118}]|C1: 3043 Keystone Dr, Port Arthur, TX 77640
606.txt|Latest 06z GFS model showing remnants of Harvey stalling over SE TX on SUN. Will it park near HOU early next wee â€¦|[{'locationDesc': 'TX', 'locationCate': 'C9', 'startIndex': 65, 'endIndex': 67}]|C10: SE TX; C9: HOU
609.txt|Knights of Columbus: 1050 Cecilia St in Alice is open as a shelter St. Paul Lutheran Church: 234 N Gohmert St. Yorktown TX 78164 harvey|[{'locationDesc': '1050 Cecilia St in Alice', 'locationCate': 'C1', 'startIndex': 21, 'endIndex': 45}, {'locationDesc': 'St. Paul Lutheran Church', 'locationCate': 'C8', 'startIndex': 67, 'endIndex': 91}, {'locationDesc': '234 N Gohmert St. Yorktown TX 78164', 'locationCate': 'C1', 'startIndex': 93, 'endIndex': 128}]|C8: 1050 Cecilia St in Alice; C8: St. Paul Lutheran Church; C1: 234 N Gohmert
610.txt|Local Way to Donate for HurricaneHarvey: Native Hostel Donation Drive & DJ Set-365 Things to Do in Austin, TX|[{'locationDesc': 'Austin, TX', 'locationCate': 'C9', 'startIndex': 99, 'endIndex': 109}]|C8: Native Hostel; C9: Austin, TX
611.txt|Smithtown Families .. Superior Ice Rink is working to help those in Texas effected by Harvey|[{'locationDesc': 'Smithtown', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 9}, {'locationDesc': 'Texas', 'locationCate': 'C9', 'startIndex': 68, 'endIndex': 73}]|C8: Superior Ice Rink; C9: Texas
613.txt|Mesquite is hosting a donation drive for those impacted by Harvey who have evacuated to Dallas. Donations will be â€¦|[{'locationDesc': 'Dallas', 'locationCate': 'C9', 'startIndex': 88, 'endIndex': 94}]|C9: Mesquite; C9: Dallas
618.txt|Lost! Harvey IL (159 Park Ave) Precious- Female Pit Bull. Black/White. Call 708-351-8367. Friendly. Cook County. â€¦|[{'locationDesc': '159 Park Ave', 'locationCate': 'C1', 'startIndex': 17, 'endIndex': 29}, {'locationDesc': 'Cook County', 'locationCate': 'C9', 'startIndex': 100, 'endIndex': 111}]|C9: Harvey IL; C1: 159 Park Ave; C9: Cook County
619.txt|MEANWHILE IN USA ... The eye wall of Harvey is rocking Rockport and Neighboring areas|[{'locationDesc': 'Rockport', 'locationCate': 'C9', 'startIndex': 55, 'endIndex': 63}]|C9: Rockport; C10: Neighboring areas
62.txt|HurricaneHarvey Anyone doing high water rescues in the Pasadena/Deer Park area? My daughter has been stranded in a parking lot all night|[{'locationDesc': 'Pasadena/Deer Park', 'locationCate': 'C10', 'startIndex': 55, 'endIndex': 73}]|C10: Pasadena/Deer Park area
626.txt|Memorial Drive @ Memorial Mews St. across from BP Petroleum Sunday. Houston HoustonFlood|[{'locationDesc': 'Memorial Drive @ Memorial Mews St.', 'locationCate': 'C5', 'startIndex': 0, 'endIndex': 34}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 68, 'endIndex': 75}]|C2: Memorial Drive @ Memorial Mews St.; C7: BP Petroleum; C9: Houston
627.txt|MEANWHILE IN TEXAS: Memorial Drive and Buffalo Bayou flooded.|[{'locationDesc': 'Memorial Drive and Buffalo Bayou', 'locationCate': 'C5', 'startIndex': 20, 'endIndex': 52}]|C9: Texas; C2: Memorial Drive; C6: Buffalo Bayou
628.txt|Presb Church (11612 Memorial Dr) open as shelter. Call 713-365-3700 to reach Police or 911 for emergencies. harvey|[{'locationDesc': 'Presb Church', 'locationCate': 'C8', 'startIndex': 0, 'endIndex': 12}, {'locationDesc': '11612 Memorial Dr', 'locationCate': 'C1', 'startIndex': 14, 'endIndex': 31}]|C8: Presb Church (11612 Memorial Dr)
632.txt|My sister and my brother in law are missing after terrible downpours here in South Park area houston Harvey pleas â€¦|[{'locationDesc': 'South Park', 'locationCate': 'C9', 'startIndex': 77, 'endIndex': 87}, {'locationDesc': 'houston', 'locationCate': 'C9', 'startIndex': 93, 'endIndex': 100}]|C10: South Park area houston
